CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmountUSD,Location,Size,Color,Season,ReviewRating,SubscriptionStatus,ShippingType,DiscountApplied,PromoCodeUsed,PreviousPurchases,PaymentMethod,FrequencyOfPurchases,Age_Group
2827,37,Female,T-Shirt,Clothing,111.47,Miami,XL,Blue,Winter,3,Yes,Express,No,No,2,PayPal,Monthly,30s
2828,34,Female,Bag,Home Decor,174.6,Miami,XL,White,Summer,4,No,Express,Yes,No,9,Debit Card,Monthly,30s
2829,24,Male,Shoes,Electronics,75.78,Houston,XL,White,Summer,4,Yes,Standard,No,No,6,Cash,Fortnightly,20s
2830,21,Female,Watch,Home Decor,46.34,New York,M,Black,Winter,2,Yes,Express,No,No,12,Credit Card,Monthly,20s
2831,46,Male,Bag,Home Decor,496.16,Chicago,M,Green,Fall,1,No,Express,No,Yes,0,Cash,Fortnightly,40s
2832,31,Female,Shoes,Electronics,331.24,New York,L,Blue,Fall,4,Yes,Standard,No,No,0,Debit Card,Monthly,30s
2833,20,Female,Football,Accessories,275.63,Houston,M,Green,Spring,1,No,Standard,Yes,Yes,0,Cash,Fortnightly,20s
2834,41,Female,Laptop,Accessories,385.09,New York,M,Green,Winter,2,No,Standard,No,Yes,5,PayPal,Weekly,40s
2835,54,Female,Phone,Accessories,421.64,Chicago,XL,Green,Spring,3,Yes,Express,No,No,3,UPI,Weekly,50s
2836,33,Male,Bag,Sports,405.29,Houston,M,Red,Spring,4,Yes,Standard,No,Yes,13,Credit Card,Weekly,30s
2837,21,Male,Shoes,Accessories,18.1,Miami,XL,Green,Winter,4,No,Express,Yes,No,5,Credit Card,Weekly,20s
2838,41,Female,Watch,Electronics,101.54,New York,S,White,Fall,4,Yes,Standard,Yes,Yes,13,PayPal,Weekly,40s
2839,51,Male,Laptop,Sports,330.9,Miami,S,Red,Fall,1,Yes,Standard,No,Yes,13,Cash,Weekly,50s
2840,47,Female,T-Shirt,Accessories,194.12,Miami,S,Red,Summer,4,Yes,Express,Yes,Yes,14,Credit Card,Monthly,40s
2841,35,Female,Watch,Sports,491.42,Los Angeles,S,Green,Winter,1,No,Standard,Yes,Yes,0,Debit Card,Monthly,30s
2842,36,Male,Football,Electronics,336.05,Chicago,S,White,Spring,5,No,Express,Yes,Yes,3,Debit Card,Monthly,30s
2843,48,Male,Curtains,Accessories,478.71,New York,S,Blue,Winter,5,Yes,Express,No,Yes,3,Cash,Fortnightly,40s
2844,36,Female,Bag,Clothing,108.71,Miami,S,Green,Spring,1,No,Express,Yes,No,1,Debit Card,Monthly,30s
2845,63,Female,T-Shirt,Electronics,433.34,Miami,XL,Red,Summer,5,No,Express,Yes,Yes,0,UPI,Monthly,60+
2846,36,Male,Shoes,Home Decor,167.46,Chicago,XL,Blue,Summer,2,Yes,Express,No,No,12,PayPal,Fortnightly,30s
2847,39,Female,Bag,Home Decor,494.89,Miami,XL,Blue,Summer,2,Yes,Standard,No,No,7,Credit Card,Fortnightly,30s
2848,41,Male,Shoes,Electronics,87.27,Miami,XL,Red,Summer,5,Yes,Standard,No,Yes,5,PayPal,Weekly,40s
2849,62,Female,T-Shirt,Home Decor,263.01,Miami,M,Blue,Spring,3,No,Express,Yes,Yes,3,Cash,Monthly,60+
2850,29,Female,Shoes,Electronics,398.49,Miami,M,White,Fall,1,No,Express,No,Yes,1,PayPal,Monthly,20s
2851,47,Male,Watch,Clothing,221.99,Los Angeles,L,White,Spring,5,Yes,Express,Yes,No,11,Credit Card,Fortnightly,40s
2852,55,Male,Laptop,Electronics,239.36,Los Angeles,M,Green,Summer,1,No,Express,Yes,Yes,12,Credit Card,Weekly,50s
2853,48,Male,Shoes,Accessories,493.31,Houston,XL,Green,Fall,5,No,Standard,No,No,4,Cash,Monthly,40s
2854,53,Female,Football,Accessories,218.4,New York,XL,Blue,Winter,2,No,Standard,No,Yes,8,Credit Card,Fortnightly,50s
2855,36,Female,Laptop,Sports,306,Chicago,S,Red,Spring,3,Yes,Standard,No,Yes,6,Debit Card,Fortnightly,30s
2856,62,Female,Watch,Home Decor,36.72,Houston,S,White,Winter,1,No,Standard,No,No,3,PayPal,Monthly,60+
2857,53,Female,Bag,Home Decor,422.68,Los Angeles,L,Black,Summer,3,No,Standard,No,Yes,14,UPI,Fortnightly,50s
2858,47,Male,Phone,Electronics,327.6,Los Angeles,M,Green,Winter,2,Yes,Standard,No,No,4,UPI,Fortnightly,40s
2859,50,Female,Bag,Home Decor,207.97,Los Angeles,XL,White,Fall,4,No,Express,Yes,Yes,7,UPI,Monthly,50s
2860,35,Female,Shoes,Accessories,17.92,Houston,M,Blue,Fall,4,No,Standard,No,Yes,10,Cash,Weekly,30s
2861,45,Female,Shoes,Clothing,299.92,Los Angeles,L,White,Fall,1,Yes,Standard,Yes,Yes,12,UPI,Monthly,40s
2862,64,Male,Football,Electronics,16.2,Houston,S,White,Spring,2,No,Express,Yes,Yes,4,PayPal,Weekly,60+
2863,28,Female,Watch,Home Decor,10.59,Los Angeles,XL,Blue,Winter,1,Yes,Express,Yes,Yes,11,Credit Card,Fortnightly,20s
2864,62,Female,Football,Accessories,311.89,Miami,S,Green,Winter,1,No,Express,Yes,No,5,Debit Card,Monthly,60+
2865,50,Male,Curtains,Sports,102.62,Miami,XL,Green,Winter,1,No,Express,Yes,No,12,UPI,Monthly,50s
2866,34,Female,Watch,Home Decor,104.02,New York,S,Black,Summer,3,Yes,Express,Yes,No,9,UPI,Weekly,30s
2867,23,Female,T-Shirt,Clothing,330.1,Los Angeles,S,Black,Spring,5,Yes,Standard,No,No,5,UPI,Fortnightly,20s
2868,21,Male,T-Shirt,Clothing,36.31,New York,L,Green,Spring,2,Yes,Express,Yes,No,7,Debit Card,Monthly,20s
2869,37,Female,T-Shirt,Home Decor,163.57,Houston,M,Green,Winter,3,No,Express,Yes,Yes,12,PayPal,Monthly,30s
2870,64,Female,Football,Home Decor,83.22,New York,S,Green,Spring,5,No,Express,Yes,Yes,10,UPI,Fortnightly,60+
2871,44,Female,T-Shirt,Accessories,294.29,Los Angeles,XL,Green,Winter,1,Yes,Standard,No,Yes,4,Credit Card,Weekly,40s
2872,32,Male,Watch,Home Decor,334.26,Houston,M,White,Winter,4,Yes,Express,Yes,Yes,0,Cash,Monthly,30s
2873,23,Female,T-Shirt,Sports,363.36,Houston,M,Black,Winter,3,Yes,Express,Yes,Yes,3,Debit Card,Fortnightly,20s
2874,64,Female,Phone,Accessories,135.06,Miami,S,Blue,Fall,2,No,Standard,No,No,2,PayPal,Monthly,60+
2875,31,Male,T-Shirt,Electronics,53.73,Houston,S,Red,Summer,2,No,Express,No,No,1,Credit Card,Monthly,30s
2876,28,Male,Shoes,Sports,48.55,Houston,S,Blue,Spring,5,Yes,Standard,No,No,6,Debit Card,Monthly,20s
2877,56,Female,Curtains,Accessories,218.81,New York,M,Red,Summer,3,No,Standard,Yes,No,12,Debit Card,Weekly,50s
2878,26,Female,Football,Accessories,473.46,Houston,L,White,Fall,1,No,Express,No,No,12,Cash,Fortnightly,20s
2879,43,Female,Laptop,Clothing,116.69,Chicago,S,Black,Spring,5,No,Standard,No,Yes,6,Cash,Monthly,40s
2880,33,Female,Curtains,Accessories,135.8,Miami,M,Red,Winter,2,Yes,Express,No,Yes,14,PayPal,Monthly,30s
2881,22,Male,Phone,Sports,59.44,Miami,M,Green,Summer,3,No,Express,Yes,Yes,7,UPI,Monthly,20s
2882,27,Female,Football,Home Decor,306.73,Houston,XL,White,Fall,4,Yes,Express,No,Yes,14,Cash,Weekly,20s
2883,20,Male,Watch,Sports,343.14,New York,S,Red,Spring,1,Yes,Standard,Yes,No,9,PayPal,Monthly,20s
2884,30,Male,Bag,Electronics,325.04,Miami,L,Green,Spring,2,Yes,Standard,Yes,No,14,Debit Card,Fortnightly,30s
2885,60,Female,Football,Accessories,431.95,Miami,XL,White,Summer,3,Yes,Standard,No,Yes,4,UPI,Weekly,60+
2886,47,Female,Shoes,Accessories,248.35,Chicago,S,Red,Summer,4,Yes,Standard,Yes,Yes,14,Credit Card,Fortnightly,40s
2887,62,Male,Watch,Accessories,75.88,Houston,XL,Green,Spring,2,Yes,Standard,Yes,Yes,0,Debit Card,Monthly,60+
2888,23,Male,Curtains,Accessories,151.81,Miami,S,Black,Spring,4,No,Express,Yes,Yes,5,PayPal,Monthly,20s
2889,34,Female,Curtains,Clothing,334.59,Miami,XL,White,Fall,2,Yes,Express,No,Yes,5,Credit Card,Weekly,30s
2890,62,Male,T-Shirt,Clothing,310.43,Miami,L,Red,Winter,5,No,Express,Yes,Yes,10,Debit Card,Monthly,60+
2891,36,Female,Watch,Home Decor,270.19,Miami,XL,Green,Winter,5,No,Standard,No,No,7,Cash,Fortnightly,30s
2892,59,Female,Bag,Accessories,344.65,New York,XL,Black,Fall,5,No,Standard,Yes,No,12,PayPal,Fortnightly,50s
2893,52,Male,Shoes,Electronics,322.32,Los Angeles,XL,Green,Spring,3,No,Standard,No,No,9,Credit Card,Fortnightly,50s
2894,63,Male,T-Shirt,Home Decor,441.85,Chicago,S,Black,Summer,5,Yes,Express,Yes,No,14,Cash,Monthly,60+
2895,43,Female,T-Shirt,Accessories,297.15,New York,S,Red,Summer,3,No,Express,Yes,Yes,1,Credit Card,Monthly,40s
2896,22,Male,Bag,Clothing,391.51,Chicago,L,Green,Spring,1,Yes,Standard,No,Yes,10,UPI,Weekly,20s
2897,46,Female,Football,Electronics,131.87,Miami,XL,Green,Fall,5,Yes,Express,Yes,Yes,8,UPI,Weekly,40s
2898,54,Female,Curtains,Home Decor,342.31,Chicago,M,Blue,Spring,3,No,Standard,No,Yes,10,PayPal,Fortnightly,50s
2899,37,Female,T-Shirt,Electronics,452.08,Houston,XL,White,Summer,2,Yes,Express,No,No,12,Credit Card,Fortnightly,30s
2900,38,Male,Phone,Accessories,199.01,Houston,M,Green,Spring,3,No,Standard,Yes,Yes,5,UPI,Weekly,30s
2901,27,Female,Phone,Sports,391.76,Los Angeles,M,Black,Spring,3,Yes,Standard,No,Yes,0,Debit Card,Weekly,20s
2902,22,Female,Curtains,Electronics,365.15,Los Angeles,XL,White,Fall,2,Yes,Express,Yes,No,8,Debit Card,Fortnightly,20s
2903,53,Female,Phone,Electronics,39.17,Chicago,M,Red,Winter,3,Yes,Express,No,Yes,7,UPI,Weekly,50s
2904,23,Female,Bag,Clothing,294.94,New York,M,White,Summer,2,No,Standard,No,No,9,UPI,Monthly,20s
2905,43,Female,Football,Accessories,73.79,New York,XL,Blue,Summer,4,No,Express,No,Yes,0,PayPal,Monthly,40s
2906,21,Female,Shoes,Electronics,483.99,Miami,S,Red,Spring,5,Yes,Express,Yes,No,7,PayPal,Weekly,20s
2907,56,Female,Laptop,Accessories,407.59,New York,XL,Green,Summer,1,Yes,Express,Yes,No,12,Debit Card,Weekly,50s
2908,56,Female,T-Shirt,Clothing,63.76,Los Angeles,L,Red,Summer,3,No,Standard,Yes,Yes,6,Cash,Monthly,50s
2909,52,Female,Laptop,Accessories,69.66,New York,M,Red,Winter,2,Yes,Express,Yes,Yes,4,Credit Card,Monthly,50s
2910,18,Female,Shoes,Clothing,301.29,Miami,L,Blue,Summer,5,No,Express,No,No,14,Cash,Fortnightly,below 20
2911,41,Female,Shoes,Clothing,179,Houston,M,Black,Summer,3,No,Express,Yes,Yes,12,PayPal,Weekly,40s
2912,53,Male,Bag,Home Decor,27.1,New York,S,Red,Fall,5,No,Express,Yes,No,5,Cash,Monthly,50s
2913,23,Female,Football,Accessories,275.4,New York,M,Black,Fall,4,No,Standard,No,Yes,3,PayPal,Weekly,20s
2914,58,Female,Phone,Sports,200.04,Los Angeles,XL,White,Fall,3,Yes,Standard,Yes,No,8,Cash,Monthly,50s
2915,63,Female,Phone,Home Decor,59.53,Chicago,M,Blue,Fall,2,No,Standard,Yes,Yes,8,Debit Card,Monthly,60+
2916,61,Male,Bag,Clothing,402.94,Houston,L,Green,Fall,4,No,Express,No,No,12,PayPal,Weekly,60+
2917,48,Female,Shoes,Sports,458.39,Chicago,XL,Red,Winter,3,No,Standard,Yes,No,14,Debit Card,Fortnightly,40s
2918,37,Male,Football,Electronics,380.73,Miami,L,Black,Summer,5,No,Express,Yes,Yes,9,Cash,Monthly,30s
2919,41,Female,Football,Electronics,412.99,Miami,S,Red,Spring,4,Yes,Standard,Yes,Yes,13,UPI,Weekly,40s
2920,42,Female,Curtains,Home Decor,116.08,Chicago,L,Blue,Winter,2,No,Standard,Yes,No,0,UPI,Monthly,40s
2921,53,Male,Watch,Sports,139.15,Los Angeles,L,Green,Spring,3,Yes,Express,Yes,No,11,Credit Card,Weekly,50s
2922,38,Female,T-Shirt,Accessories,112.18,Los Angeles,L,White,Fall,5,No,Express,No,No,8,UPI,Weekly,30s
2923,47,Male,Bag,Sports,384.88,Los Angeles,XL,White,Summer,5,No,Express,Yes,Yes,2,Credit Card,Monthly,40s
2924,41,Male,Watch,Home Decor,474.48,Houston,S,Black,Fall,4,Yes,Standard,Yes,No,11,Cash,Fortnightly,40s
2925,61,Female,Bag,Accessories,361.25,Miami,S,White,Winter,3,No,Express,Yes,No,1,Credit Card,Monthly,60+
2926,59,Female,Phone,Accessories,441.92,Miami,S,Black,Spring,5,Yes,Express,Yes,Yes,3,Credit Card,Monthly,50s
2927,47,Female,Shoes,Electronics,322.96,Miami,L,Green,Summer,4,No,Express,Yes,No,3,Credit Card,Fortnightly,40s
2928,39,Female,Bag,Sports,199.95,Houston,XL,Red,Winter,1,Yes,Standard,Yes,Yes,8,Debit Card,Fortnightly,30s
2929,45,Male,Bag,Accessories,218.62,Miami,XL,Blue,Winter,5,Yes,Express,Yes,No,3,Credit Card,Weekly,40s
2930,24,Male,Curtains,Home Decor,46.91,Chicago,XL,Green,Summer,4,Yes,Standard,Yes,Yes,4,PayPal,Weekly,20s
2931,52,Female,Laptop,Electronics,25.41,New York,L,Green,Summer,1,Yes,Standard,No,Yes,5,Cash,Fortnightly,50s
2932,45,Male,Phone,Accessories,350.78,Houston,S,White,Winter,4,Yes,Express,Yes,Yes,3,Debit Card,Fortnightly,40s
2933,31,Male,T-Shirt,Sports,224.83,New York,L,White,Spring,5,No,Express,Yes,Yes,0,PayPal,Monthly,30s
2934,27,Female,Football,Electronics,280.59,Chicago,XL,Blue,Spring,1,Yes,Express,Yes,Yes,12,Cash,Fortnightly,20s
2935,33,Male,Shoes,Sports,283.25,Los Angeles,L,Red,Winter,4,Yes,Express,No,Yes,1,Debit Card,Monthly,30s
2936,33,Male,Phone,Sports,145.91,Los Angeles,M,Green,Winter,3,No,Standard,Yes,No,2,Cash,Monthly,30s
2937,48,Female,Laptop,Sports,243.19,Los Angeles,S,White,Fall,1,Yes,Express,No,Yes,3,UPI,Monthly,40s
2938,59,Male,Bag,Electronics,240.67,Houston,S,Green,Fall,4,No,Express,Yes,No,4,Cash,Fortnightly,50s
2939,42,Female,T-Shirt,Accessories,200.33,Los Angeles,XL,Red,Spring,3,No,Standard,Yes,Yes,12,UPI,Fortnightly,40s
2940,30,Male,Bag,Clothing,412.13,Houston,L,Black,Fall,1,Yes,Standard,Yes,Yes,9,UPI,Monthly,30s
2941,23,Female,T-Shirt,Accessories,231.07,Houston,XL,Red,Spring,4,Yes,Express,Yes,No,9,Cash,Fortnightly,20s
2942,61,Male,Curtains,Electronics,305.79,New York,L,Green,Summer,5,Yes,Express,No,Yes,2,UPI,Weekly,60+
2943,26,Male,Bag,Clothing,448.8,Los Angeles,M,Green,Fall,1,Yes,Express,No,No,10,Debit Card,Weekly,20s
2944,62,Female,Phone,Clothing,434.45,Miami,S,Blue,Spring,1,Yes,Express,Yes,No,0,UPI,Monthly,60+
2945,53,Female,Laptop,Clothing,446.31,Los Angeles,S,Green,Spring,3,Yes,Express,Yes,No,10,Credit Card,Fortnightly,50s
2946,60,Female,T-Shirt,Home Decor,142.3,Los Angeles,L,White,Winter,4,No,Standard,Yes,Yes,10,Debit Card,Weekly,60+
2947,37,Female,Shoes,Electronics,27.14,Los Angeles,S,Blue,Spring,5,No,Standard,Yes,No,14,Debit Card,Monthly,30s
2948,35,Male,T-Shirt,Home Decor,137.92,Miami,L,Green,Fall,3,No,Standard,No,No,7,Debit Card,Weekly,30s
2949,60,Male,Laptop,Clothing,146.57,Miami,XL,Red,Winter,1,No,Express,Yes,No,7,Credit Card,Monthly,60+
2950,38,Male,Football,Home Decor,455.59,Houston,M,Green,Winter,3,Yes,Express,No,Yes,12,Credit Card,Monthly,30s
2951,21,Female,Football,Home Decor,328.13,Miami,L,Red,Fall,3,Yes,Express,No,Yes,3,Credit Card,Monthly,20s
2952,50,Male,Curtains,Electronics,50.03,Houston,M,Red,Summer,3,No,Express,No,Yes,14,Credit Card,Weekly,50s
2953,44,Male,Phone,Sports,76.34,New York,XL,Green,Fall,1,Yes,Standard,Yes,Yes,6,Credit Card,Monthly,40s
2954,24,Female,Laptop,Home Decor,86.28,Houston,XL,Red,Fall,2,Yes,Standard,Yes,Yes,14,PayPal,Monthly,20s
2955,23,Female,Curtains,Home Decor,318.91,Los Angeles,XL,Black,Winter,3,No,Express,No,No,3,PayPal,Weekly,20s
2956,32,Male,Watch,Clothing,370.35,Chicago,L,Blue,Fall,2,No,Express,No,No,13,Credit Card,Monthly,30s
2957,35,Female,T-Shirt,Clothing,431.23,Chicago,M,Green,Summer,5,No,Express,No,No,2,Debit Card,Weekly,30s
2958,49,Male,Watch,Clothing,470.91,Los Angeles,M,Black,Summer,5,No,Standard,Yes,No,6,UPI,Monthly,40s
2959,28,Male,T-Shirt,Accessories,108.84,Houston,S,Red,Summer,5,Yes,Standard,Yes,Yes,13,UPI,Fortnightly,20s
2960,37,Female,Football,Home Decor,161.79,Los Angeles,L,Red,Winter,4,No,Express,No,Yes,5,PayPal,Fortnightly,30s
2961,41,Male,Curtains,Clothing,127.76,Miami,S,Blue,Fall,1,Yes,Express,Yes,Yes,0,Credit Card,Weekly,40s
2962,32,Female,Football,Electronics,185.79,Houston,S,Black,Spring,2,No,Standard,Yes,Yes,8,Cash,Monthly,30s
2963,24,Female,Shoes,Accessories,458.19,Los Angeles,L,Black,Fall,4,No,Express,Yes,No,11,UPI,Weekly,20s
2964,38,Male,Watch,Sports,291.81,Miami,S,Green,Summer,2,No,Standard,No,No,1,UPI,Monthly,30s
2965,59,Male,Watch,Home Decor,371.71,Miami,S,Red,Fall,1,Yes,Express,Yes,No,12,Debit Card,Weekly,50s
2966,43,Male,Football,Home Decor,250.16,Houston,S,White,Winter,3,Yes,Standard,Yes,Yes,2,UPI,Fortnightly,40s
2967,61,Female,Shoes,Electronics,24.14,New York,XL,Green,Fall,4,Yes,Express,No,No,4,PayPal,Weekly,60+
2968,31,Male,T-Shirt,Sports,41.46,New York,L,Green,Winter,1,Yes,Standard,No,No,14,Credit Card,Fortnightly,30s
2969,54,Female,Curtains,Sports,273.58,Miami,XL,Green,Spring,4,No,Standard,Yes,Yes,2,Credit Card,Fortnightly,50s
2970,38,Female,Shoes,Accessories,362.21,New York,S,Blue,Spring,5,No,Express,No,Yes,2,UPI,Fortnightly,30s
2971,35,Male,Curtains,Home Decor,115.51,Miami,S,Blue,Winter,4,No,Standard,No,No,7,Cash,Weekly,30s
2972,22,Female,Watch,Clothing,363.74,New York,XL,Green,Fall,3,No,Express,Yes,Yes,13,PayPal,Weekly,20s
2973,20,Male,Curtains,Electronics,407.23,Miami,S,White,Summer,3,Yes,Standard,No,No,3,UPI,Fortnightly,20s
2974,40,Male,Watch,Electronics,211.83,Miami,L,Black,Winter,2,No,Express,No,No,12,PayPal,Weekly,40s
2975,43,Male,Shoes,Electronics,375.75,Miami,M,Black,Fall,4,No,Express,Yes,No,12,Cash,Monthly,40s
2976,54,Male,Watch,Electronics,207.97,Miami,XL,Red,Fall,5,No,Standard,Yes,No,9,PayPal,Fortnightly,50s
2977,41,Male,Bag,Clothing,342.39,Chicago,M,Black,Fall,3,Yes,Express,Yes,No,1,PayPal,Monthly,40s
2978,36,Male,Phone,Clothing,384.36,New York,M,Black,Summer,2,Yes,Express,No,Yes,4,PayPal,Fortnightly,30s
2979,42,Male,Watch,Accessories,496.04,Miami,M,White,Summer,5,Yes,Express,Yes,Yes,1,Credit Card,Monthly,40s
2980,38,Female,Football,Home Decor,179.24,Los Angeles,XL,Black,Summer,5,No,Express,No,Yes,9,Cash,Fortnightly,30s
2981,29,Male,Shoes,Clothing,211.41,Houston,S,White,Winter,5,Yes,Standard,Yes,No,10,Credit Card,Fortnightly,20s
2982,58,Female,Bag,Accessories,91.15,Los Angeles,L,Blue,Winter,1,Yes,Standard,Yes,No,11,Debit Card,Fortnightly,50s
2983,50,Female,T-Shirt,Sports,110,Los Angeles,S,White,Summer,3,No,Express,No,Yes,7,UPI,Weekly,50s
2984,21,Female,Curtains,Home Decor,349.76,Chicago,L,Blue,Winter,1,Yes,Standard,No,Yes,14,Credit Card,Monthly,20s
2985,59,Male,Bag,Clothing,459.35,New York,S,White,Summer,1,No,Express,Yes,Yes,2,PayPal,Fortnightly,50s
2986,24,Female,Laptop,Sports,203.36,Chicago,M,Green,Winter,3,No,Express,No,No,13,Debit Card,Weekly,20s
2987,39,Female,Bag,Accessories,98.12,New York,M,Blue,Fall,4,Yes,Express,Yes,Yes,1,Cash,Fortnightly,30s
2988,50,Male,Shoes,Clothing,149.7,Miami,L,Blue,Summer,2,No,Standard,No,Yes,2,Cash,Monthly,50s
2989,34,Male,Bag,Clothing,232.98,Chicago,XL,Black,Winter,3,No,Express,Yes,No,2,Credit Card,Fortnightly,30s
2990,41,Female,Bag,Sports,152.42,Houston,S,Blue,Fall,2,No,Express,Yes,Yes,0,PayPal,Weekly,40s
2991,51,Male,Football,Clothing,124.45,New York,M,White,Fall,4,No,Standard,No,Yes,2,PayPal,Fortnightly,50s
2992,45,Male,Watch,Electronics,370.63,Chicago,L,Green,Winter,3,Yes,Express,Yes,No,2,Cash,Fortnightly,40s
2993,60,Male,Curtains,Clothing,13.84,Houston,S,Green,Fall,5,No,Standard,Yes,No,3,PayPal,Fortnightly,60+
2994,58,Male,Phone,Home Decor,274.22,Los Angeles,L,Black,Spring,3,Yes,Standard,No,Yes,12,UPI,Fortnightly,50s
2995,56,Female,T-Shirt,Sports,398.95,Miami,XL,White,Summer,4,No,Standard,No,No,7,Credit Card,Weekly,50s
2996,39,Male,Phone,Home Decor,140.45,Miami,XL,White,Summer,1,No,Express,Yes,Yes,8,Credit Card,Fortnightly,30s
2997,34,Male,Bag,Accessories,305.61,Los Angeles,S,Red,Fall,3,No,Express,No,Yes,0,PayPal,Monthly,30s
2998,51,Male,Laptop,Home Decor,337.76,Chicago,XL,Blue,Winter,5,No,Express,Yes,Yes,0,Cash,Monthly,50s
2999,23,Female,Shoes,Electronics,330.96,Los Angeles,S,Black,Spring,3,No,Express,Yes,Yes,5,UPI,Fortnightly,20s
3000,63,Female,Curtains,Electronics,228.47,Houston,S,Green,Winter,1,No,Express,No,No,0,UPI,Weekly,60+
3001,23,Male,Shoes,Home Decor,179.82,New York,XL,Red,Summer,3,No,Express,Yes,No,11,UPI,Monthly,20s
3002,51,Male,Football,Accessories,419.6,Chicago,L,White,Fall,5,Yes,Express,Yes,No,4,Debit Card,Fortnightly,50s
3003,18,Female,Shoes,Clothing,381.64,New York,L,Blue,Spring,4,Yes,Express,Yes,Yes,13,PayPal,Fortnightly,below 20
3004,27,Male,T-Shirt,Electronics,167.42,Los Angeles,S,Green,Fall,5,Yes,Express,Yes,Yes,11,UPI,Weekly,20s
3005,38,Male,Laptop,Home Decor,60.48,Miami,M,Red,Spring,4,No,Express,Yes,Yes,0,PayPal,Fortnightly,30s
3006,22,Female,Phone,Home Decor,45.19,New York,S,White,Fall,5,Yes,Express,No,No,12,Cash,Weekly,20s
3007,19,Male,Bag,Home Decor,56.2,New York,L,Green,Winter,2,No,Express,No,Yes,7,Cash,Monthly,below 20
3008,39,Male,Bag,Clothing,295.61,Miami,S,Green,Summer,3,Yes,Standard,Yes,Yes,11,Cash,Fortnightly,30s
3009,19,Female,Laptop,Sports,35.31,New York,L,White,Fall,3,Yes,Standard,No,Yes,4,Debit Card,Weekly,below 20
3010,27,Female,Curtains,Accessories,175.09,New York,XL,White,Fall,1,No,Express,No,No,5,Cash,Fortnightly,20s
3011,51,Male,Shoes,Sports,379.07,Miami,S,Black,Spring,2,No,Express,No,Yes,3,PayPal,Fortnightly,50s
3012,33,Female,Curtains,Accessories,154.23,Miami,S,Green,Winter,1,No,Standard,No,Yes,14,Credit Card,Monthly,30s
3013,56,Male,Phone,Accessories,384.02,Los Angeles,XL,White,Winter,3,No,Standard,Yes,No,12,Credit Card,Fortnightly,50s
3014,39,Male,Curtains,Home Decor,375.28,Los Angeles,XL,Red,Spring,1,No,Express,No,No,7,PayPal,Weekly,30s
3015,29,Male,Football,Electronics,130.46,New York,M,Blue,Winter,4,Yes,Express,No,Yes,11,Credit Card,Weekly,20s
3016,41,Female,Laptop,Home Decor,367.12,Chicago,XL,Black,Summer,2,No,Express,No,Yes,8,UPI,Weekly,40s
3017,64,Female,Phone,Clothing,376.41,Los Angeles,M,White,Fall,5,No,Express,No,No,8,Credit Card,Fortnightly,60+
3018,57,Male,Phone,Accessories,204.75,Los Angeles,XL,Blue,Spring,4,No,Express,No,No,0,Debit Card,Fortnightly,50s
3019,55,Male,Watch,Electronics,113.11,Chicago,L,Black,Winter,5,Yes,Standard,No,No,13,Cash,Monthly,50s
3020,27,Female,Phone,Accessories,265.42,Chicago,S,Green,Summer,1,No,Express,Yes,Yes,6,Credit Card,Fortnightly,20s
3021,52,Female,Watch,Accessories,461.48,Miami,XL,Blue,Summer,3,Yes,Standard,No,No,3,Credit Card,Weekly,50s
3022,49,Female,T-Shirt,Home Decor,323.41,Los Angeles,L,Black,Winter,4,Yes,Standard,No,Yes,12,Debit Card,Weekly,40s
3023,24,Male,Bag,Electronics,94.73,Houston,XL,White,Winter,2,Yes,Express,No,No,12,Debit Card,Monthly,20s
3024,38,Female,Watch,Electronics,344.55,Houston,S,White,Spring,5,Yes,Express,No,Yes,9,Credit Card,Weekly,30s
3025,37,Female,Laptop,Accessories,219.33,New York,XL,Black,Winter,4,No,Standard,Yes,Yes,10,UPI,Weekly,30s
3026,43,Male,Curtains,Electronics,299.85,Los Angeles,XL,Green,Spring,3,No,Express,Yes,No,7,Credit Card,Weekly,40s
3027,21,Male,Watch,Electronics,369.69,Houston,S,Black,Fall,2,No,Standard,No,No,14,UPI,Monthly,20s
3028,63,Male,Phone,Home Decor,262.32,Los Angeles,XL,Red,Summer,2,No,Standard,No,Yes,6,Cash,Monthly,60+
3029,39,Female,Laptop,Sports,408.85,Los Angeles,S,Black,Spring,5,Yes,Express,No,No,0,PayPal,Weekly,30s
3030,32,Male,Watch,Clothing,363.86,Houston,M,Black,Summer,4,Yes,Express,No,Yes,0,Cash,Weekly,30s
3031,57,Male,Watch,Sports,311.39,Los Angeles,XL,White,Fall,4,No,Express,Yes,Yes,0,Credit Card,Fortnightly,50s
3032,38,Male,Phone,Electronics,83.89,Chicago,L,Green,Winter,2,No,Standard,No,No,1,Credit Card,Fortnightly,30s
3033,32,Male,Football,Accessories,419.62,New York,XL,Black,Spring,1,No,Standard,Yes,Yes,9,UPI,Weekly,30s
3034,39,Female,Football,Clothing,468.59,Miami,S,Blue,Winter,2,Yes,Standard,Yes,No,1,Debit Card,Fortnightly,30s
3035,45,Male,Watch,Clothing,77.11,Houston,S,White,Summer,3,Yes,Express,No,Yes,8,UPI,Weekly,40s
3036,31,Female,Football,Accessories,249.24,Miami,L,White,Spring,4,Yes,Standard,No,Yes,4,Debit Card,Weekly,30s
3037,44,Female,Shoes,Clothing,136.86,New York,L,Black,Fall,5,No,Express,Yes,No,0,Debit Card,Fortnightly,40s
